Company_Name,Company_License,Shipment_ID,Origin,Destination,Planned_Route,Actual_Route,Planned_Timestamp,Actual_Timestamp,Delay_Hours,Delivered_Invoice_ID,Generated_Invoice_ID,Expected_Warehouse,Actual_Warehouse,Customer_Complaint,Route_Deviation,Invoice_Mismatch_Flag,Warehouse_Mismatch_Flag,Complaint_Count,True_Label,Company,Timestamp_Mismatch,Invoice_Mismatch,Warehouse_Mismatch
Gateway Distriparks,LIC-001014,53fe42fb-72a4-4509-9cbc-78c99f758c7f,Visakhapatnam,Thane,Indore -> Kolkata via NH40,Patna -> Bhagalpur via NH57,2018-01-25 16:45:58,2020-09-18 07:51:17,21.7371,GEN-040f87,GEN-5a25ca,Jalandhar_WH,Kanpur_WH,No Complaint,1,0,0,2,0,SafeTrans,,,
Himalayan Transporters,LIC-001005,ff506e65-8c25-46ea-a0a3-74ad1746a896,Aligarh,Kanpur,Nashik -> Siliguri via NH23,Siliguri -> Vijayawada via NH54,2019-04-18 13:57:23,2020-11-15 17:49:31,33.9607,GEN-70c4d5,GEN-fff6c9,Surat_WH,Gateway Distriparks_ALT_WH_18,No Complaint,1,0,0,4,0,LogiTrust,,,
DTDC,LIC-001005,e71e0cb1-9246-434f-ae96-957266637c16,Ahmedabad,Madurai,Thane -> Hyderabad via NH23,Rourkela -> Hyderabad via NH51,2020-01-23 19:16:01,2019-05-22 00:41:32,24.2984,GEN-999544,GEN-cdddd0,Thane_WH,Rivigo_ALT_WH_2,Refund/Return,0,0,-1,-3,0,CargoPro,,,
Delhivery,LIC-001019,d8920985-5f85-4355-9f96-d502eb5a4f45,Meerut,Mumbai,Nashik -> Thane via NH22,Aligarh -> Kolkata via NH58,2020-10-30 06:47:51,2019-02-17 09:37:44,25.2155,GEN-6acd5f,GEN-a5fdea,Faridabad_WH,RedExpress Logistics_ALT_WH_21,No Complaint,0,0,0,-2,0,LogiTrust,,,
Sical,LIC-001013,76351df3-f805-49b0-a43a-441d84bdfb67,Noida,Meerut,Vijayawada -> Kanpur via NH23,Bhagalpur -> Udaipur via NH44,2018-11-15 01:19:24,2020-08-15 04:03:33,23.0397,GEN-b44bc4,GEN-3f65c1,Nagpur_WH,Jalandhar_WH,No Complaint,0,0,0,3,0,LogiTrust,,,
Blue Dart,LIC-001024,d6352c62-ac09-486c-a9cb-ba038a73008b,Indore,Bengaluru,Jaipur -> Jodhpur via NH51,Rourkela -> Agra via NH6,2018-07-19 03:34:12,2019-05-19 11:07:27,24.6763,GEN-84a357,GEN-489c9a,Kolkata_WH,Delhivery_ALT_WH_34,No Complaint,0,0,0,2,1,GhostLogi,,,
RedExpress Logistics,LIC-001024,e866b256-8298-4413-8367-0bbdf74c616b,Noida,Aligarh,Amritsar -> Bhopal via NH14,Vijayawada -> Rajkot via NH52,2019-11-30 20:31:35,2020-03-08 14:14:01,14.634,GEN-90344c,GEN-1ba862,Mumbai_WH,Delhivery_ALT_WH_14,No Complaint,0,0,0,-1,0,CargoPro,,,
Coastal Cargo,LIC-001002,ea88db98-cfce-49dd-8e22-1d4ffd23a171,Mysore,Pune,Vadodara -> Visakhapatnam via NH24,Mysore -> Madurai via NH61,2018-06-21 06:41:21,2020-03-21 10:17:17,28.219,GEN-a25b17,GEN-6c326d,Siliguri_WH,RedExpress Logistics_ALT_WH_46,Refund/Return,1,0,1,0,1,FraudEx,,1.0,1.0
Karla Transports,LIC-001015,5960a7d5-4fe3-4e01-acb1-9f8e8a7e1756,Bhopal,Indore,Hyderabad -> Meerut via NH53,Chennai -> Amritsar -> Guwahati via NH42,2020-07-19 06:12:48,2019-04-27 02:04:01,28.8368,GEN-d1ed72,GEN-922e2e,Rajkot_WH,Delhivery_ALT_WH_44,No Complaint,1,0,0,0,0,CargoPro,,,
Sparex Couriers,LIC-001003,9d7d91a1-7d9a-4a6a-8d5e-b472582ee84e,Kolkata,Faridabad,Amritsar -> Faridabad via NH63,Kolkata -> Agra via NH45,2019-10-05 00:42:50,2020-07-19 07:21:56,34.2369,GEN-abc716,GEN-90694d,Hyderabad_WH,Nashik_WH,No Complaint,0,0,0,3,0,SafeTrans,,,
FedEx India,LIC-001010,79d0cc49-33b6-4c94-8b52-a1fe567824b2,Kanpur,Vijayawada,Delhi -> Ahmedabad via NH11,Ahmedabad -> Noida via NH40,2018-12-12 03:56:50,2019-11-04 12:02:33,23.6011,GEN-518dd7,GEN-2a38e6,Kolkata_WH,Delhivery_ALT_WH_35,Refund/Return,1,0,0,1,1,ScamTrans,,1.0,1.0
UrbanMove Logistics,LIC-001006,5b2fd511-92f9-4fa6-b9e7-6d450c5b15c9,Kolkata,Surat,Chennai -> Siliguri via NH20,Noida -> Vadodara via NH45,2020-05-16 19:00:07,2019-11-11 18:12:22,27.8866,DEL-ERR-84603,GEN-e7d8a5,Delhi_WH,Gateway Distriparks_ALT_WH_29,Refund/Return,0,0,0,-1,0,SafeTrans,,,
Delhivery,LIC-001024,d36887d7-b67b-4921-80be-306d265b25de,Cuttack,Mysore,Nashik -> Visakhapatnam via NH62,Meerut -> Aligarh via NH56,2018-06-22 20:19:19,2020-12-08 10:05:44,21.2431,GEN-667685,GEN-cc25d2,Mumbai_WH,Ecom Express_ALT_WH_8,Refund/Return,0,0,0,0,0,CargoPro,,,
Allcargo,LIC-001013,79f551ee-934a-4f50-8a10-b18c90b9f9ee,Pimpri,Hyderabad,Chennai -> Bhopal via NH46,Jodhpur -> Nagpur via NH7,2020-04-07 14:11:39,2018-03-23 10:09:01,32.7375,GEN-d4a317,GEN-856942,Ahmedabad_WH,RedExpress Logistics_ALT_WH_34,No Complaint,1,0,0,3,1,CargoPro,,,
Sparex Couriers,LIC-001003,86d8b491-d67d-4211-946a-c83f7a65aab5,Lucknow,Agra,Nagpur -> Vijayawada via NH39,Chennai -> Jodhpur via NH12,2018-04-28 02:39:48,2018-04-20 21:30:20,30.4729,GEN-875192,GEN-eae629,Pune_WH,Mahindra Logistics_ALT_WH_10,No Complaint,0,0,0,0,0,LogiTrust,,,
UrbanMove Logistics,LIC-001004,8934a9ca-7550-475c-b3c7-6b5ea93e52ff,Surat,Rajkot,Rourkela -> Amritsar via NH43,Rajkot -> Mumbai via NH57,2019-09-03 18:33:55,2018-01-16 06:34:22,11.3881,DEL-ERR-14136,GEN-ced2b3,Bhagalpur_WH,Ecom Express_ALT_WH_23,Refund/Return,0,0,0,-1,0,CargoPro,,,
Safexpress,LIC-001021,d1e72687-0273-4478-9c5b-58451b0136cf,Bhagalpur,Udaipur,Kolkata -> Bengaluru via NH64,Nagpur -> Siliguri via NH1 via_alt_88,2018-06-08 03:53:08,2020-03-08 09:05:51,11.5639,GEN-13a7a2,GEN-922402,Mysore_WH,Ecom Express_ALT_WH_35,Refund/Return,0,1,0,-2,1,GhostLogi,,,1.0
Himalayan Transporters,LIC-001017,44e89e01-a1ea-455b-8555-bad4351ec214,Jalandhar,Surat,Udaipur -> Indore via NH13,Mysore -> Pune -> Thane via NH3,2020-03-01 01:40:03,2019-01-18 13:00:59,21.4687,GEN-0136cf,GEN-2be9fb,Amritsar_WH,Rajkot_WH,Refund/Return,0,0,0,2,0,LogiTrust,,,
Coastal Cargo,LIC-001008,16e68a17-321a-4593-a949-cd156dd6a000,Visakhapatnam,Rourkela,Visakhapatnam -> Jaipur via NH8,Jaipur -> Vijayawada via NH65 via_alt_17,2019-03-18 00:52:34,2020-10-15 06:11:46,33.6529,GEN-cb7ca6,GEN-50969b,Amritsar_WH,Ecom Express_ALT_WH_32,No Complaint,1,0,0,0,0,CargoPro,,,
Om Logistics,LIC-001018,d44c22b0-65fd-4936-b5d0-463cfe7f2980,Madurai,Noida,Noida -> Thane via NH58,Chennai -> Pune via NH3,2018-09-19 14:21:29,2020-06-12 01:38:57,15.4043,GEN-666aa4,GEN-388a77,Visakhapatnam_WH,Gateway Distriparks_ALT_WH_49,Refund/Return,0,0,0,2,0,CargoPro,,,
UrbanMove Logistics,LIC-001018,e03328ee-9326-4152-8990-493f3bb76f26,Udaipur,Rourkela,Thane -> Cuttack via NH55,Rajkot -> Vijayawada -> Jaipur via NH1,2020-08-17 16:21:20,2020-09-12 22:59:55,20.1674,GEN-9e180a,GEN-b9f8e5,Mysore_WH,Mahindra Logistics_ALT_WH_31,Refund/Return,1,0,1,1,0,SafeTrans,,,
Himalayan Transporters,LIC-001020,f2ced110-c767-411c-a618-d46f8c4bef07,Guwahati,Aligarh,Faridabad -> Surat via NH37,Indore -> Rourkela via NH35,2020-12-27 19:43:20,2019-08-03 06:54:57,22.8603,GEN-15ca68,GEN-6b36a9,Jalandhar_WH,Thane_WH,1,0,0,0,2,1,ScamTrans,,1.0,1.0
TCI Express,LIC-001008,a9572d4a-e6ed-4d01-b302-aa6c7d7f5359,Guwahati,Jalandhar,Amritsar -> Kolkata via NH15,Bhopal -> Faridabad via NH56,2019-02-06 08:04:33,2019-03-24 20:50:41,22.0794,GEN-27ac1e,GEN-a79b56,Meerut_WH,Bengaluru_WH,Refund/Return,-1,0,0,-4,0,LogiTrust,,,
Om Logistics,LIC-001012,3470ca85-3f21-42ed-bed1-efa1341f1c8d,Kolkata,Pune,Delhi -> Kolkata via NH19,Vadodara -> Kanpur -> Vijayawada via NH65,2020-07-18 10:37:04,2019-01-20 09:19:05,26.1811,GEN-66aa68,GEN-e5b324,Jalandhar_WH,Delhivery_ALT_WH_18,No Complaint,0,0,0,-2,1,CargoPro,1.0,,
Ecom Express,LIC-001001,f9f25b4a-4904-4661-869e-b4e80f4fcd1c,Bhagalpur,Bhagalpur,Noida -> Siliguri via NH51,Noida -> Bengaluru via NH11,2020-02-11 21:47:46,2019-09-17 18:05:24,17.1414,GEN-334b48,GEN-e4b3b3,Bengaluru_WH,Gateway Distriparks_ALT_WH_10,Refund/Return,1,0,0,2,0,SafeTrans,,,
Delhivery,LIC-001004,70adbf7c-e5c2-4c92-9c13-6366a842b496,Ahmedabad,Pune,Faridabad -> Surat via NH37,Nashik -> Kolkata via NH29 via_alt_96,2018-09-26 14:51:30,2019-10-23 02:26:25,27.3601,DEL-ERR-11589,GEN-11462e,Agra_WH,Vijay Packers_ALT_WH_30,No Complaint,1,0,0,-1,0,LogiTrust,,,
Prime Couriers,LIC-001009,56508024-fc4e-44d8-bdc8-1a53c37e4b18,Kanpur,Nashik,Kanpur -> Meerut via NH44,Kanpur -> Guwahati via NH63,2020-03-17 16:00:25,2019-09-14 08:06:31,33.0823,GEN-f018e2,GEN-7e19cd,Delhi_WH,Aligarh_WH,Refund/Return,1,0,0,5,0,CargoPro,,,
Shree Logistics,LIC-001008,65b6be73-b87c-4314-9ee7-15ac32dff315,Guwahati,Agra,Faridabad -> Coimbatore via NH61,Mysore -> Coimbatore via NH7 via_alt_44,2020-11-06 20:52:05,2018-06-26 02:23:50,19.7354,GEN-15f1f2,GEN-f5b5b5,Hyderabad_WH,Gateway Distriparks_ALT_WH_23,Refund/Return,0,0,0,1,0,CargoPro,,,
TCI Express,LIC-001016,cfe311cf-0fba-4108-9f6b-dc9a85ffee9b,Rajkot,Thane,Patna -> Bhagalpur via NH2,Lucknow -> Jodhpur -> Bhagalpur via NH8,2019-03-03 03:04:03,2019-09-09 18:41:14,37.2621,GEN-5dfb5e,GEN-74cea8,Nagpur_WH,RedExpress Logistics_ALT_WH_25,Refund/Return,0,0,0,2,0,LogiTrust,,,
Aparna Freight,LIC-001021,e6572b12-ee31-40fd-9eab-9638aee76321,Pune,Surat,Guwahati -> Agra via NH22,Bhopal -> Cuttack -> Hyderabad via NH60,2020-08-12 02:41:26,2018-07-13 19:17:23,18.4412,GEN-0baf30,GEN-37cbb6,Siliguri_WH,Delhi_WH,No Complaint,0,0,0,4,0,LogiTrust,,,
Sical,LIC-001003,e1cc948f-77dc-4e9f-9ed8-7393587214ab,Rourkela,Bhopal,Meerut -> Rourkela via NH35,Jodhpur -> Guwahati -> Nashik via NH18,2020-10-02 19:42:16,2018-11-02 22:34:00,24.9497,GEN-fe2a5f,GEN-469364,Lucknow_WH,Vadodara_WH,Refund/Return,0,0,0,1,0,SafeTrans,,,
Shree Logistics,LIC-001002,a9fcbbd4-4a5f-4903-8d3d-0f69edb45ae8,Faridabad,Jaipur,Rajkot -> Patna via NH7,Bengaluru -> Jodhpur via NH28,2019-09-16 18:05:24,2018-01-29 16:59:07,22.9398,GEN-eb7cb5,GEN-1d0ba2,Nagpur_WH,Mahindra Logistics_ALT_WH_49,Refund/Return,0,0,0,-1,0,CargoPro,,,
VRL Logistics,LIC-001011,f5b67dae-e1a4-4667-a8bf-33ad2ecddf4a,Cuttack,Siliguri,Indore -> Nagpur via NH55,Vadodara -> Surat via NH26,2018-09-21 00:40:47,2020-11-04 09:24:59,30.6281,GEN-31cded,GEN-4aaa93,Jalandhar_WH,Gateway Distriparks_ALT_WH_23,No Complaint,0,0,0,2,1,CargoPro,1.0,,
Rivigo,LIC-001012,8cbdd6ca-c02e-43da-9f0b-dc78dbe7af2b,Udaipur,Jalandhar,Noida -> Rajkot via NH7,Delhi -> Patna via NH50,2020-10-09 19:25:40,2019-09-04 09:41:00,17.7756,GEN-f740d5,GEN-1eef7e,Patna_WH,RedExpress Logistics_ALT_WH_18,Refund/Return,0,0,0,3,0,CargoPro,,,
Om Logistics,LIC-001024,badfa136-fcf2-48f4-8d35-8f419d8670fa,Udaipur,Vadodara,Udaipur -> Kolkata via NH20,Aligarh -> Hyderabad via NH60 via_alt_84,2018-05-08 20:44:55,2018-05-14 01:25:17,17.019,GEN-073eb6,GEN-afa6be,Jaipur_WH,Ecom Express_ALT_WH_17,No Complaint,0,0,0,-1,0,LogiTrust,,,
TCI Express,LIC-001009,da0160cd-675a-4803-bd4f-dd8c7f842ebe,Nashik,Faridabad,Faridabad -> Kolkata via NH16,Guwahati -> Cuttack -> Jaipur via NH56,2020-09-22 01:36:48,2018-05-31 02:17:42,14.4854,GEN-d096a6,GEN-845148,Faridabad_WH,Rivigo_ALT_WH_32,No Complaint,1,0,0,2,1,GhostLogi,1.0,1.0,
Shree Logistics,LIC-001016,154a5ab2-c420-46e8-883d-00ece7abf9e3,Pune,Aligarh,Jaipur -> Bhagalpur via NH13,Thane -> Vadodara via NH24 via_alt_25,2019-02-21 22:55:50,2019-07-24 01:20:45,19.9565,GEN-4a2e29,GEN-c53ec6,Vadodara_WH,Mahindra Logistics_ALT_WH_24,Refund/Return,0,0,0,2,0,CargoPro,,,
Allcargo,LIC-001014,77bc4f51-4353-4db4-b5ec-17b38c50969b,Amritsar,Indore,Jaipur -> Pimpri via NH15,Ahmedabad -> Hyderabad -> Madurai via NH55,2019-12-25 21:53:27,2020-01-24 19:16:01,29.2877,GEN-7b08c9,GEN-1cfccc,Amritsar_WH,Delhivery_ALT_WH_47,Refund/Return,0,0,0,-1,0,LogiTrust,,,
Aparna Freight,LIC-001019,7e825ba5-7944-4a44-9a5d-ba2701d0118b,Nashik,Udaipur,Amritsar -> Delhi via NH33,Meerut -> Madurai via NH19,2019-11-20 10:13:05,2019-05-04 22:00:45,21.385,GEN-abac12,GEN-ece329,Jalandhar_WH,Gateway Distriparks_ALT_WH_19,Refund/Return,0,0,0,4,0,CargoPro,,,
Allcargo,LIC-001008,da778564-1345-429c-aedf-7d3a4960a0e2,Visakhapatnam,Lucknow,Bhopal -> Nagpur via NH40,Chennai -> Bhopal via NH28,2018-09-26 08:59:59,2020-01-22 21:59:06,28.5222,GEN-b9287a,GEN-872d35,Agra_WH,Thane_WH,No Complaint,1,0,0,0,0,SafeTrans,,,
Shree Logistics,LIC-001001,5848ea80-c2e2-40fd-b74b-6c1b7d94a86d,Cuttack,Delhi,Pune -> Coimbatore via NH46,Udaipur -> Kanpur via NH34,2018-04-26 00:51:36,2019-09-20 07:22:55,21.2449,GEN-ea7804,GEN-0e5fb5,Hyderabad_WH,Mahindra Logistics_ALT_WH_17,No Complaint,0,0,0,1,0,CargoPro,,,
RapidShip India,LIC-001010,831fdd90-a33d-47fa-96ec-19d652a954c5,Udaipur,Coimbatore,Nagpur -> Jodhpur via NH64,Kolkata -> Coimbatore -> Vadodara via NH64,2019-08-20 02:29:42,2020-02-20 05:03:55,39.5997,GEN-884aa4,GEN-d6aa58,Amritsar_WH,Delhivery_ALT_WH_36,No Complaint,0,0,0,5,0,SafeTrans,,,
National Cargo,LIC-001003,6f8bc56b-813e-4683-a90c-b21b609e1ff3,Rajkot,Aligarh,Coimbatore -> Nashik via NH18,Aligarh -> Agra -> Jodhpur via NH56,2020-01-04 00:47:56,2019-09-12 11:53:00,15.5654,GEN-b6ec74,GEN-5e82e0,Bhopal_WH,Prime Couriers_ALT_WH_18,No Complaint,-1,0,0,1,0,SafeTrans,,,
RedExpress Logistics,LIC-001020,49af3fe7-87d8-48b8-a2a2-458fd01e49db,Noida,Guwahati,Madurai -> Meerut via NH32,Siliguri -> Nagpur via NH23,2018-11-12 13:38:35,2019-05-29 13:46:05,20.5273,GEN-d06b4e,GEN-635be1,Mumbai_WH,Bhopal_WH,1,1,0,0,-5,1,CargoPro,1.0,,
Delhivery,LIC-001003,e113b99c-d4f5-4102-8129-56d465176849,Rajkot,Cuttack,Mysore -> Jaipur via NH11,Noida -> Delhi via NH56 via_alt_86,2019-11-16 01:34:18,2020-06-13 12:58:37,16.9271,GEN-0eb9f6,GEN-ced2b3,Ahmedabad_WH,Vijayawada_WH,No Complaint,0,0,0,0,0,CargoPro,,,
Karla Transports,LIC-001001,3ef71819-18a2-4f1a-9038-33cfcb7fa565,Visakhapatnam,Madurai,Udaipur -> Jaipur via NH36,Faridabad -> Coimbatore -> Surat via NH65,2019-09-08 22:13:58,2018-08-19 19:44:15,12.6708,GEN-fe7013,GEN-7b9028,Guwahati_WH,Rivigo_ALT_WH_49,Refund/Return,0,0,0,-1,0,SafeTrans,,,
RapidShip India,LIC-001019,17ae69cc-c9b9-4964-a58b-10c9dbcd79a2,Vijayawada,Visakhapatnam,Agra -> Mumbai via NH34,Bhopal -> Rajkot via NH49,2020-02-19 15:09:38,2020-07-24 01:43:15,15.2427,DEL-ERR-48196,GEN-d1bebb,Meerut_WH,Delhi_WH,Refund/Return,0,0,0,3,0,LogiTrust,,,
UrbanMove Logistics,LIC-001010,d17bf1b1-c3dd-4bb4-adbf-f0e6fb652005,Delhi,Coimbatore,Kanpur -> Mumbai via NH21,Vadodara -> Indore -> Guwahati via NH1,2020-07-26 03:34:35,2020-02-11 11:18:21,16.6971,GEN-c36333,GEN-ebdcca,Jodhpur_WH,Gateway Distriparks_ALT_WH_24,Refund/Return,0,0,0,-1,0,SafeTrans,,,
Vijay Packers,LIC-001007,e76a7cc1-d583-4eaa-9721-b36148123cb4,Siliguri,Nashik,Mumbai -> Guwahati via NH62,Pune -> Rajkot -> Noida via NH36,2018-12-19 04:23:53,2020-01-06 01:52:31,20.8699,GEN-4a2eaf,GEN-8a630e,Nagpur_WH,Ecom Express_ALT_WH_20,Refund/Return,0,0,0,0,1,CargoPro,,,1.0
Sical,LIC-001006,5e208439-26d1-4cb9-bc4e-3c1e1b33b16e,Agra,Hyderabad,Amritsar -> Thane via NH10,Coimbatore -> Chennai via NH51,2020-04-11 01:41:38,2020-10-28 10:29:57,17.6134,DEL-ERR-80316,GEN-9ad88c,Pimpri_WH,Gateway Distriparks_ALT_WH_21,No Complaint,0,0,0,1,0,CargoPro,,,
DHL Express India,LIC-001015,df0f4119-c80c-4881-a121-578d7ddae11c,Hyderabad,Udaipur,Thane -> Rourkela via NH43,Siliguri -> Madurai via NH60,2019-12-26 17:45:03,2019-11-03 12:00:11,13.1368,GEN-816f57,GEN-b894b8,Jodhpur_WH,Mahindra Logistics_ALT_WH_8,Refund/Return,0,1,0,-1,1,LogiTrust,,1.0,
Rivigo,LIC-001018,99073ff9-6abc-4db5-8e53-8d8a5f1e5381,Meerut,Visakhapatnam,Noida -> Visakhapatnam via NH41,Guwahati -> Siliguri via NH11,2018-03-17 18:55:56,2019-10-26 00:36:25,5.469,GEN-e90e3d,GEN-bdf10b,Indore_WH,Mahindra Logistics_ALT_WH_7,No Complaint,1,0,0,0,0,SafeTrans,,,
Aparna Freight,LIC-001005,9bca3dde-354d-4809-9c12-6b6d54b740c1,Jalandhar,Visakhapatnam,Nashik -> Kanpur via NH30,Faridabad -> Cuttack via NH53,2020-06-02 22:25:30,2020-06-30 11:55:38,28.6836,GEN-5ae265,GEN-39d4fd,Chennai_WH,RedExpress Logistics_ALT_WH_48,No Complaint,0,0,0,2,0,SafeTrans,,,
Karla Transports,LIC-001001,1557a937-60ae-4481-90a8-604565c53ec6,Surat,Indore,Udaipur -> Jalandhar via NH30,Madurai -> Meerut via NH32,2020-04-11 10:32:46,2020-02-26 11:45:14,14.444,GEN-0adb02,GEN-1c7953,Delhi_WH,Delhivery_ALT_WH_39,Refund/Return,0,0,0,-3,0,SafeTrans,,,
Snowman Logistics,LIC-001002,f81d97da-bc72-4b36-b457-b3ab8ddeb9e0,Lucknow,Noida,Bhagalpur -> Rajkot via NH1,Chennai -> Ahmedabad via NH54,2018-09-01 04:15:43,2020-10-28 20:29:57,14.996,GEN-605837,GEN-969305,Jodhpur_WH,RedExpress Logistics_ALT_WH_48,Refund/Return,0,0,0,1,0,CargoPro,,,
TCI Express,LIC-001011,9c121aaf-6165-4b1f-ae32-eac5141d299d,Jodhpur,Thane,Udaipur -> Kolkata via NH1,Pimpri -> Vijayawada via NH53,2020-09-22 06:06:14,2018-06-27 06:08:13,35.8661,GEN-c875c0,GEN-84f59f,Mysore_WH,Mahindra Logistics_ALT_WH_19,No Complaint,0,-1,0,2,1,ScamTrans,,,
Sical,LIC-001024,537d37b1-6793-4507-bcd1-062f96a0951c,Surat,Bhagalpur,Nashik -> Chennai via NH65,Bengaluru -> Vadodara via NH47,2018-12-15 00:03:41,2018-03-25 00:17:48,16.0173,GEN-21688a,GEN-be10b8,Cuttack_WH,Rivigo_ALT_WH_30,Refund/Return,0,0,0,2,0,LogiTrust,,,
Shree Logistics,LIC-001015,40feb84f-9f96-401e-87bf-f46457aa615b,Mumbai,Bhagalpur,Agra -> Cuttack via NH7,Jodhpur -> Ahmedabad -> Noida via NH3,2019-06-12 13:49:11,2018-11-09 13:52:23,28.2892,GEN-1e950d,GEN-615618,Rajkot_WH,RedExpress Logistics_ALT_WH_45,Refund/Return,0,0,0,-1,0,CargoPro,,,
Sparex Couriers,LIC-001013,d6aed29a-44cb-4c32-bb5c-dd90f92524b9,Amritsar,Siliguri,Lucknow -> Jodhpur via NH48,Noida -> Mysore via NH8,2020-12-19 18:00:32,2020-05-25 11:12:28,30.1761,GEN-0552dd,GEN-dfe91b,Madurai_WH,Gateway Distriparks_ALT_WH_8,Refund/Return,0,0,0,3,0,CargoPro,,,
RedExpress Logistics,LIC-001021,09cc0ea8-a205-4c9a-8a52-75b802a292d3,Thane,Vijayawada,Pimpri -> Mysore via NH60,Rourkela -> Chennai via NH65,2020-06-26 11:41:27,2020-05-27 02:18:35,27.8184,GEN-9f3337,GEN-cf3015,Vijayawada_WH,Aparna Freight_ALT_WH_35,No Complaint,1,0,0,1,1,FraudEx,1.0,,1.0
DTDC,LIC-001004,58c5e4c0-8e17-445a-89c8-fd07d3a8d34b,Jalandhar,Agra,Udaipur -> Jalandhar via NH66,Madurai -> Ahmedabad via NH19 via_alt_45,2019-02-10 11:29:07,2019-04-24 20:08:30,22.5734,GEN-d9fc46,GEN-6df0b4,Mysore_WH,Prime Couriers_ALT_WH_5,No Complaint,0,0,0,4,0,LogiTrust,,,
Ecom Express,LIC-001016,44c8ce6f-ee2f-4202-825e-e52f244a3aa4,Nagpur,Rourkela,Kolkata -> Coimbatore via NH48,Rourkela -> Chennai via NH65,2020-05-26 09:44:04,2018-10-02 05:33:55,20.6122,GEN-a2a542,GEN-74f508,Pune_WH,Gateway Distriparks_ALT_WH_21,Refund/Return,0,0,0,5,0,CargoPro,,,
Delhivery,LIC-001024,6d9a05af-e8b8-4720-95fe-f0a447ccf575,Vadodara,Thane,Siliguri -> Bhopal via NH44,Jaipur -> Bengaluru via NH45 via_alt_81,2019-06-18 06:58:40,2018-04-26 07:07:33,19.9059,GEN-1d457e,GEN-17a503,Rourkela_WH,Mahindra Logistics_ALT_WH_8,Refund/Return,0,0,-1,-1,0,CargoPro,,,
UrbanMove Logistics,LIC-001005,6cd686fe-76c9-4f02-908e-8bc0dab1e367,Vijayawada,Agra,Noida -> Agra via NH41,Amritsar -> Vijayawada via NH29,2018-02-26 23:40:42,2018-04-14 11:06:28,19.7412,GEN-2d3302,GEN-14cad0,Jalandhar_WH,Vadodara_WH,Refund/Return,0,0,0,5,0,SafeTrans,,,
Mahindra Logistics,LIC-001003,4ef14b43-bea5-4662-8845-708c5c09aca0,Noida,Vijayawada,Visakhapatnam -> Madurai via NH66,Jodhpur -> Pimpri via NH12,2018-05-18 20:01:42,2020-04-01 03:34:11,13.2866,GEN-23147e,GEN-f4f3af,Rourkela_WH,RedExpress Logistics_ALT_WH_8,No Complaint,0,0,0,4,0,SafeTrans,,,
Mahindra Logistics,LIC-001007,03424120-87a0-4fc4-a858-49b2b99ae0f1,Aligarh,Amritsar,Kolkata -> Rajkot via NH58,Rourkela -> Patna via NH34,2019-01-25 03:48:42,2020-05-11 03:48:51,23.911,DEL-ERR-62349,GEN-35fc95,Bhopal_WH,Coimbatore_WH,No Complaint,1,0,0,-2,0,LogiTrust,,,
Ecom Express,LIC-001022,de160350-fa3d-4de0-9efc-a342ecfabfa2,Ahmedabad,Aligarh,Agra -> Bhagalpur via NH60,Delhi -> Ahmedabad via NH64 via_alt_11,2019-12-31 17:38:38,2020-07-19 07:09:35,28.9315,GEN-19daee,GEN-48d816,Indore_WH,Rivigo_ALT_WH_42,No Complaint,0,0,0,-1,0,SafeTrans,,,
RedExpress Logistics,LIC-001011,9138a1e4-081c-4982-9e74-288177e6f0c4,Guwahati,Bhagalpur,Jodhpur -> Thane via NH57,Jaipur -> Jodhpur via NH51,2020-06-10 13:21:17,2020-12-09 02:07:09,31.1729,GEN-a2a542,GEN-4581b9,Mumbai_WH,Mahindra Logistics_ALT_WH_42,Refund/Return,0,-1,0,2,0,LogiTrust,,,
Gateway Distriparks,LIC-001016,d7a837cb-e1bd-44c2-b003-08e6cd556c14,Vadodara,Kolkata,Bhagalpur -> Aligarh via NH3,Chennai -> Surat via NH65,2020-07-18 00:53:08,2018-12-28 00:25:02,12.8605,GEN-cb3a41,GEN-3c7af0,Bhopal_WH,Gateway Distriparks_ALT_WH_8,Refund/Return,0,0,0,1,0,CargoPro,,,
Mahindra Logistics,LIC-001014,d87363fd-8818-4778-93f3-edcadf3f74ae,Coimbatore,Bhopal,Udaipur -> Guwahati via NH41,Hyderabad -> Madurai via NH56,2019-09-09 11:09:17,2020-12-25 02:52:30,38.1704,GEN-84a357,GEN-5481e6,Pune_WH,Nashik_WH,No Complaint,1,0,0,1,0,LogiTrust,,,
Sparex Couriers,LIC-001022,fdd7a0d6-9010-4b1c-b886-29fb5958e89e,Madurai,Nagpur,Pune -> Cuttack via NH12,Nashik -> Surat via NH18,2018-03-08 01:26:28,2019-07-30 08:16:37,16.6403,GEN-8413a4,GEN-ecd27f,Udaipur_WH,Bhagalpur_WH,No Complaint,0,0,0,2,0,LogiTrust,,,
Mahindra Logistics,LIC-001013,1bf3d0ae-4732-4534-9528-926189aaf40b,Hyderabad,Patna,Nashik -> Visakhapatnam via NH62,Vijayawada -> Faridabad via NH53,2020-09-20 14:35:18,2019-06-06 18:04:30,28.5719,GEN-667685,GEN-01ef6c,Pune_WH,Ecom Express_ALT_WH_45,Refund/Return,0,0,0,1,0,LogiTrust,,,
